Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
95771,Innovate Industries,Social Media,Women 35-44,15 days,Email,0.09,"$12,782.00",2.56,Miami,Spanish,239,7355,6,Health & Wellness,2021-05-21
95979,Alpha Innovations,Email,Men 18-24,30 days,YouTube,0.11,"$13,591.00",4.57,New York,Mandarin,221,5226,8,Foodies,2021-12-15
96016,DataTech Solutions,Display,Women 25-34,45 days,Website,0.09,"$19,448.00",6.93,Miami,Mandarin,160,8888,8,Outdoor Adventurers,2021-01-21
96043,Alpha Innovations,Search,Women 25-34,45 days,Google Ads,0.09,"$9,753.00",6.08,Los Angeles,Spanish,339,7092,5,Health & Wellness,2021-02-17
96083,NexGen Systems,Email,Men 18-24,15 days,Google Ads,0.13,"$6,287.00",6.83,Chicago,French,524,7069,3,Foodies,2021-03-29
96098,Innovate Industries,Influencer,Men 18-24,45 days,Google Ads,0.09,"$7,960.00",2.52,Miami,English,968,6003,2,Tech Enthusiasts,2021-04-13
96289,Innovate Industries,Display,Women 35-44,45 days,Google Ads,0.01,"$6,767.00",5.49,Los Angeles,English,795,9399,5,Tech Enthusiasts,2021-10-21
96307,Alpha Innovations,Display,Women 35-44,45 days,Website,0.1,"$7,531.00",4.5,Houston,Mandarin,858,2180,2,Health & Wellness,2021-11-08
96313,Innovate Industries,Influencer,Women 35-44,30 days,Website,0.14,"$14,220.00",6.53,New York,Mandarin,919,2492,6,Tech Enthusiasts,2021-11-14
96355,DataTech Solutions,Display,Women 35-44,30 days,Google Ads,0.06,"$6,382.00",5.63,Houston,German,255,7844,5,Outdoor Adventurers,2021-12-26
96370,DataTech Solutions,Email,Women 35-44,45 days,Email,0.12,"$13,504.00",4.1,Chicago,English,184,5855,6,Outdoor Adventurers,2021-01-10
96406,NexGen Systems,Social Media,Men 25-34,45 days,YouTube,0.12,"$7,956.00",7.43,Chicago,French,343,2324,2,Outdoor Adventurers,2021-02-15
96424,DataTech Solutions,Email,Women 25-34,30 days,Google Ads,0.12,"$18,682.00",4.49,Los Angeles,French,487,3485,9,Tech Enthusiasts,2021-03-05
96435,TechCorp,Influencer,All Ages,60 days,Website,0.14,"$12,950.00",6.69,Miami,German,471,1167,1,Health & Wellness,2021-03-16
96472,Innovate Industries,Email,Women 25-34,60 days,Website,0.1,"$13,851.00",6.67,New York,English,409,3399,9,Foodies,2021-04-22
96508,DataTech Solutions,Display,Women 25-34,45 days,Google Ads,0.06,"$18,054.00",5.82,Houston,English,363,3387,10,Fashionistas,2021-05-28
96511,DataTech Solutions,Social Media,Women 25-34,15 days,Instagram,0.02,"$13,553.00",2.09,Chicago,English,225,6400,1,Fashionistas,2021-05-31
96564,TechCorp,Influencer,Men 25-34,15 days,Website,0.12,"$19,813.00",4.6,Miami,English,629,7471,2,Health & Wellness,2021-07-23
96569,NexGen Systems,Influencer,Men 18-24,60 days,Instagram,0.07,"$6,453.00",6.93,Chicago,English,515,7086,7,Tech Enthusiasts,2021-07-28
96578,NexGen Systems,Social Media,Men 18-24,60 days,Website,0.06,"$17,613.00",5.82,New York,Spanish,383,2717,7,Tech Enthusiasts,2021-08-06
96643,Alpha Innovations,Display,Women 35-44,15 days,Email,0.12,"$19,773.00",6.42,Miami,Spanish,600,6022,4,Fashionistas,2021-10-10
96762,DataTech Solutions,Social Media,Women 35-44,30 days,Instagram,0.15,"$5,011.00",3.16,New York,Spanish,639,2439,9,Outdoor Adventurers,2021-02-06
96797,DataTech Solutions,Social Media,Men 18-24,45 days,Email,0.09,"$5,385.00",6.79,New York,Mandarin,261,8251,9,Health & Wellness,2021-03-13
96808,TechCorp,Search,Men 25-34,45 days,Email,0.02,"$17,511.00",2.86,New York,Mandarin,702,5908,3,Fashionistas,2021-03-24
96913,Innovate Industries,Social Media,Men 18-24,15 days,YouTube,0.1,"$7,442.00",7.88,Chicago,English,735,2632,3,Outdoor Adventurers,2021-07-07
96970,DataTech Solutions,Email,Men 18-24,15 days,Google Ads,0.12,"$12,436.00",2.48,Chicago,Mandarin,188,2413,3,Fashionistas,2021-09-02
97062,DataTech Solutions,Social Media,Men 25-34,45 days,Email,0.08,"$9,123.00",3.97,Miami,German,541,6582,2,Tech Enthusiasts,2021-12-03
97076,DataTech Solutions,Social Media,All Ages,45 days,Instagram,0.01,"$6,860.00",7.23,Los Angeles,Spanish,455,7613,3,Health & Wellness,2021-12-17
97254,Alpha Innovations,Email,Women 25-34,60 days,Website,0.12,"$5,137.00",5.38,New York,English,377,4162,8,Tech Enthusiasts,2021-06-13
97385,DataTech Solutions,Influencer,Men 18-24,15 days,Website,0.13,"$8,313.00",3.69,Chicago,Spanish,705,3537,9,Tech Enthusiasts,2021-10-22
97434,Innovate Industries,Email,Women 25-34,45 days,Facebook,0.1,"$13,818.00",3.29,Chicago,English,547,8886,3,Fashionistas,2021-12-10
97464,NexGen Systems,Email,Women 35-44,60 days,Email,0.04,"$15,902.00",5.81,Los Angeles,French,387,3187,9,Fashionistas,2021-01-09
97527,TechCorp,Email,All Ages,15 days,YouTube,0.11,"$7,064.00",6.19,Chicago,Mandarin,539,5212,3,Foodies,2021-03-13
97539,DataTech Solutions,Influencer,Women 35-44,30 days,Google Ads,0.02,"$11,769.00",3.72,Houston,English,659,9752,9,Tech Enthusiasts,2021-03-25
97554,Alpha Innovations,Search,Men 25-34,60 days,Instagram,0.1,"$8,064.00",5.57,Los Angeles,French,862,4352,8,Tech Enthusiasts,2021-04-09
97603,Alpha Innovations,Email,Women 35-44,15 days,Google Ads,0.07,"$19,313.00",7.0,Chicago,Spanish,659,7581,1,Fashionistas,2021-05-28
97614,Alpha Innovations,Display,All Ages,15 days,Facebook,0.01,"$15,573.00",2.4,New York,French,798,4646,5,Fashionistas,2021-06-08
97623,DataTech Solutions,Influencer,Men 18-24,15 days,Instagram,0.1,"$11,089.00",4.89,Miami,French,441,3101,10,Health & Wellness,2021-06-17
97661,Alpha Innovations,Influencer,Men 25-34,45 days,Email,0.03,"$19,467.00",5.21,Los Angeles,German,556,2554,5,Health & Wellness,2021-07-25
97713,DataTech Solutions,Search,Women 25-34,30 days,Instagram,0.11,"$9,441.00",5.61,Houston,Spanish,943,9184,9,Outdoor Adventurers,2021-09-15
97715,NexGen Systems,Search,Men 18-24,15 days,Facebook,0.08,"$7,062.00",2.75,New York,Mandarin,213,6253,8,Health & Wellness,2021-09-17
97728,Innovate Industries,Social Media,Men 18-24,30 days,Google Ads,0.14,"$8,296.00",6.26,Chicago,Spanish,164,3043,1,Fashionistas,2021-09-30
97737,DataTech Solutions,Social Media,Women 25-34,60 days,Website,0.1,"$7,940.00",6.06,New York,French,595,4110,4,Outdoor Adventurers,2021-10-09
97783,TechCorp,Email,Men 25-34,30 days,Instagram,0.09,"$5,410.00",4.98,Chicago,English,957,6551,3,Tech Enthusiasts,2021-11-24
97852,TechCorp,Influencer,Men 18-24,15 days,Google Ads,0.03,"$17,390.00",7.22,Miami,French,472,6306,1,Outdoor Adventurers,2021-02-01
97862,Innovate Industries,Influencer,Women 35-44,60 days,Google Ads,0.13,"$18,489.00",7.12,New York,English,642,5638,8,Health & Wellness,2021-02-11
97863,Innovate Industries,Email,Men 18-24,60 days,Facebook,0.08,"$19,073.00",7.63,Chicago,English,699,1816,4,Health & Wellness,2021-02-12
97878,DataTech Solutions,Search,Men 18-24,30 days,Facebook,0.05,"$10,007.00",6.95,Los Angeles,Mandarin,352,9898,10,Outdoor Adventurers,2021-02-27
97887,DataTech Solutions,Email,Women 35-44,60 days,Instagram,0.09,"$5,657.00",2.98,Miami,Spanish,539,8228,8,Health & Wellness,2021-03-08
97941,NexGen Systems,Display,Women 35-44,45 days,Website,0.11,"$14,209.00",5.48,Houston,Spanish,863,7955,8,Foodies,2021-05-01
97971,TechCorp,Display,Women 35-44,30 days,Email,0.07,"$7,962.00",5.86,Miami,Spanish,404,8999,2,Fashionistas,2021-05-31
97986,NexGen Systems,Email,Men 25-34,60 days,Facebook,0.12,"$7,469.00",3.43,Chicago,English,238,7139,5,Fashionistas,2021-06-15
98064,Alpha Innovations,Display,Women 35-44,30 days,Website,0.13,"$9,101.00",6.32,Miami,German,676,8546,10,Outdoor Adventurers,2021-09-01
98086,DataTech Solutions,Influencer,Men 18-24,45 days,Facebook,0.07,"$14,182.00",2.33,Houston,Mandarin,512,9558,1,Outdoor Adventurers,2021-09-23
98130,Alpha Innovations,Social Media,Women 25-34,30 days,Email,0.13,"$13,844.00",2.56,Miami,German,470,7437,6,Health & Wellness,2021-11-06
98158,Innovate Industries,Social Media,Women 35-44,30 days,Instagram,0.15,"$6,496.00",2.97,New York,Spanish,348,2308,2,Tech Enthusiasts,2021-12-04
98280,TechCorp,Search,All Ages,45 days,Email,0.11,"$19,119.00",6.06,Chicago,French,371,8155,2,Outdoor Adventurers,2021-04-05
98424,NexGen Systems,Email,Men 25-34,60 days,Google Ads,0.03,"$8,792.00",4.38,Houston,Mandarin,400,8226,8,Outdoor Adventurers,2021-08-27
98432,Innovate Industries,Display,Men 18-24,30 days,Instagram,0.1,"$15,395.00",5.12,New York,French,535,5637,3,Tech Enthusiasts,2021-09-04
98439,NexGen Systems,Social Media,All Ages,45 days,Instagram,0.08,"$19,652.00",7.65,New York,English,201,7999,2,Foodies,2021-09-11
98495,Innovate Industries,Influencer,All Ages,60 days,YouTube,0.14,"$5,188.00",6.82,Houston,Mandarin,936,2221,5,Foodies,2021-11-06
98578,NexGen Systems,Search,Women 25-34,15 days,YouTube,0.09,"$15,434.00",5.44,Los Angeles,German,748,8953,5,Fashionistas,2021-01-28
98626,NexGen Systems,Email,Women 35-44,45 days,YouTube,0.09,"$16,178.00",3.39,Miami,Mandarin,437,8375,6,Health & Wellness,2021-03-17
98640,NexGen Systems,Email,Women 25-34,30 days,Email,0.06,"$5,995.00",7.26,Los Angeles,French,337,5748,6,Foodies,2021-03-31
98647,TechCorp,Search,Men 25-34,45 days,YouTube,0.06,"$15,954.00",8.0,Los Angeles,French,142,9711,4,Foodies,2021-04-07
98652,TechCorp,Email,Women 35-44,60 days,Website,0.09,"$6,728.00",2.34,Chicago,Mandarin,463,7320,5,Health & Wellness,2021-04-12
98678,DataTech Solutions,Display,Men 18-24,15 days,Facebook,0.02,"$17,162.00",2.31,Los Angeles,Mandarin,668,2544,7,Outdoor Adventurers,2021-05-08
98780,NexGen Systems,Social Media,All Ages,60 days,Facebook,0.02,"$5,677.00",3.9,Houston,English,179,4982,1,Foodies,2021-08-18
98852,Innovate Industries,Social Media,Men 25-34,60 days,YouTube,0.05,"$9,893.00",3.72,Miami,English,326,1731,5,Outdoor Adventurers,2021-10-29
98853,Alpha Innovations,Social Media,Women 25-34,30 days,Website,0.11,"$5,165.00",2.15,Los Angeles,Spanish,535,6634,7,Health & Wellness,2021-10-30
98915,TechCorp,Email,All Ages,45 days,Instagram,0.12,"$18,787.00",7.28,Houston,Mandarin,987,1808,4,Foodies,2021-12-31
98929,TechCorp,Social Media,Men 18-24,15 days,Facebook,0.07,"$10,742.00",6.1,Miami,Mandarin,434,1429,1,Fashionistas,2021-01-14
98954,TechCorp,Email,All Ages,45 days,Facebook,0.04,"$6,386.00",2.32,Miami,French,703,9308,2,Health & Wellness,2021-02-08
98988,DataTech Solutions,Display,All Ages,30 days,Facebook,0.15,"$12,044.00",4.39,Chicago,French,464,3807,2,Health & Wellness,2021-03-14
99006,NexGen Systems,Email,All Ages,30 days,Email,0.04,"$11,949.00",6.94,Miami,French,590,1506,3,Fashionistas,2021-04-01
99047,NexGen Systems,Email,Women 35-44,45 days,Website,0.11,"$12,742.00",6.22,Miami,French,669,8687,10,Health & Wellness,2021-05-12
99081,TechCorp,Display,Women 25-34,15 days,Google Ads,0.05,"$17,301.00",6.51,Chicago,French,801,3759,6,Fashionistas,2021-06-15
99095,DataTech Solutions,Display,Women 35-44,60 days,YouTube,0.07,"$18,863.00",6.27,Houston,French,872,3590,4,Foodies,2021-06-29
99104,DataTech Solutions,Display,All Ages,60 days,YouTube,0.06,"$14,380.00",4.94,Miami,Spanish,230,1309,2,Health & Wellness,2021-07-08
99111,Innovate Industries,Influencer,Men 25-34,15 days,Instagram,0.13,"$7,349.00",2.08,Miami,Mandarin,668,5875,10,Outdoor Adventurers,2021-07-15
99128,TechCorp,Social Media,Women 25-34,30 days,YouTube,0.09,"$11,336.00",2.62,Los Angeles,Spanish,677,4388,4,Outdoor Adventurers,2021-08-01
99140,TechCorp,Influencer,All Ages,30 days,Website,0.07,"$17,844.00",7.39,New York,English,805,2215,4,Outdoor Adventurers,2021-08-13
99219,NexGen Systems,Search,Men 18-24,45 days,Email,0.15,"$19,955.00",6.02,New York,English,938,7552,10,Foodies,2021-10-31
99280,DataTech Solutions,Social Media,Women 25-34,45 days,Email,0.11,"$6,856.00",3.69,Houston,Mandarin,613,1947,9,Tech Enthusiasts,2021-12-31
99289,Alpha Innovations,Influencer,Women 35-44,60 days,YouTube,0.14,"$16,225.00",3.46,Houston,Spanish,510,5268,2,Outdoor Adventurers,2021-01-09
99338,Alpha Innovations,Display,Men 25-34,30 days,Website,0.01,"$5,786.00",5.02,Miami,Spanish,327,9244,7,Health & Wellness,2021-02-27
99481,NexGen Systems,Search,Men 18-24,15 days,YouTube,0.02,"$12,599.00",4.25,Chicago,Spanish,753,7442,1,Health & Wellness,2021-07-20
99487,DataTech Solutions,Search,Men 25-34,15 days,Facebook,0.07,"$12,947.00",5.87,Los Angeles,Spanish,658,7411,3,Fashionistas,2021-07-26
99504,DataTech Solutions,Search,All Ages,30 days,Google Ads,0.07,"$7,166.00",3.55,Chicago,English,722,7192,1,Health & Wellness,2021-08-12
99538,DataTech Solutions,Social Media,Women 35-44,15 days,Instagram,0.03,"$19,355.00",2.45,Chicago,English,865,2903,2,Fashionistas,2021-09-15
99544,NexGen Systems,Influencer,Women 25-34,15 days,Instagram,0.01,"$7,276.00",5.01,Los Angeles,German,679,3700,5,Foodies,2021-09-21
99578,NexGen Systems,Influencer,Women 25-34,15 days,Facebook,0.01,"$9,504.00",2.54,Chicago,English,984,4237,3,Fashionistas,2021-10-25
99620,NexGen Systems,Display,Women 35-44,15 days,Facebook,0.15,"$8,410.00",3.51,Los Angeles,Mandarin,489,6225,6,Health & Wellness,2021-12-06
99637,Alpha Innovations,Influencer,Women 35-44,45 days,Facebook,0.06,"$16,002.00",6.91,Houston,French,174,5053,3,Outdoor Adventurers,2021-12-23
99699,Alpha Innovations,Influencer,Women 35-44,45 days,Instagram,0.09,"$17,306.00",6.54,Chicago,English,297,4072,7,Health & Wellness,2021-02-23
99706,TechCorp,Email,Women 25-34,60 days,Email,0.1,"$19,405.00",7.6,Miami,Mandarin,441,5025,5,Tech Enthusiasts,2021-03-02
99716,DataTech Solutions,Display,All Ages,60 days,Website,0.03,"$10,448.00",5.86,Chicago,Mandarin,707,5436,10,Outdoor Adventurers,2021-03-12
99805,NexGen Systems,Display,Women 25-34,30 days,Facebook,0.03,"$6,957.00",2.17,Chicago,German,367,9332,1,Foodies,2021-06-09
99817,Alpha Innovations,Display,Men 18-24,15 days,Facebook,0.15,"$5,502.00",3.45,New York,Mandarin,919,2313,8,Outdoor Adventurers,2021-06-21
99849,NexGen Systems,Display,Women 25-34,15 days,Instagram,0.12,"$16,017.00",5.12,Miami,French,137,5181,3,Health & Wellness,2021-07-23
99893,NexGen Systems,Email,Men 25-34,45 days,Website,0.04,"$17,949.00",3.85,Chicago,Mandarin,982,9877,9,Outdoor Adventurers,2021-09-05
99937,NexGen Systems,Email,Women 25-34,30 days,Website,0.06,"$6,699.00",5.38,Houston,German,148,8575,8,Foodies,2021-10-19
100000,NexGen Systems,Email,Women 25-34,15 days,YouTube,0.05,"$14,683.00",6.96,Miami,Spanish,321,2848,2,Fashionistas,2021-12-21
100034,Alpha Innovations,Search,Women 25-34,45 days,Instagram,0.02,"$12,122.00",2.98,New York,German,684,7419,5,Tech Enthusiasts,2021-01-24
100088,Alpha Innovations,Email,Men 25-34,30 days,Website,0.03,"$11,661.00",6.21,Houston,English,870,6130,10,Tech Enthusiasts,2021-03-19
100164,Alpha Innovations,Social Media,Men 18-24,45 days,YouTube,0.09,"$15,097.00",6.06,Los Angeles,Spanish,333,1359,8,Fashionistas,2021-06-03
100198,TechCorp,Influencer,Men 25-34,30 days,Google Ads,0.02,"$17,238.00",7.05,Houston,French,558,8588,7,Fashionistas,2021-07-07
100234,TechCorp,Display,Women 35-44,60 days,Google Ads,0.09,"$9,499.00",2.82,New York,English,734,1431,5,Outdoor Adventurers,2021-08-12
100250,Alpha Innovations,Display,Men 18-24,30 days,Google Ads,0.06,"$14,991.00",7.48,Los Angeles,Spanish,693,7588,4,Foodies,2021-08-28
100260,Alpha Innovations,Search,All Ages,15 days,Website,0.12,"$14,953.00",5.74,Houston,Mandarin,290,2857,5,Health & Wellness,2021-09-07
100309,DataTech Solutions,Display,Women 25-34,60 days,Facebook,0.02,"$13,203.00",3.94,New York,German,874,7281,9,Health & Wellness,2021-10-26
100363,NexGen Systems,Display,Women 25-34,15 days,YouTube,0.03,"$6,063.00",6.52,Chicago,Mandarin,971,9810,3,Health & Wellness,2021-12-19
100374,DataTech Solutions,Search,All Ages,45 days,Instagram,0.02,"$14,662.00",3.44,Miami,German,640,7098,10,Fashionistas,2021-12-30
100619,NexGen Systems,Influencer,Men 18-24,30 days,Facebook,0.06,"$13,513.00",5.66,Los Angeles,German,298,2824,7,Outdoor Adventurers,2021-09-01
100678,Innovate Industries,Social Media,Men 18-24,15 days,Email,0.09,"$14,995.00",6.41,New York,French,566,6686,9,Tech Enthusiasts,2021-10-30
100687,DataTech Solutions,Influencer,Men 18-24,60 days,YouTube,0.05,"$8,575.00",4.84,Houston,Mandarin,966,4281,7,Tech Enthusiasts,2021-11-08
100715,NexGen Systems,Social Media,All Ages,15 days,Instagram,0.02,"$9,879.00",4.84,Miami,German,501,1860,10,Health & Wellness,2021-12-06
100718,Alpha Innovations,Influencer,Women 25-34,60 days,Website,0.04,"$18,286.00",3.37,Miami,French,735,2195,10,Foodies,2021-12-09
100889,DataTech Solutions,Display,Women 25-34,60 days,Google Ads,0.12,"$19,878.00",2.14,Miami,English,472,2953,8,Tech Enthusiasts,2021-05-29
100939,DataTech Solutions,Search,All Ages,45 days,Website,0.01,"$18,357.00",2.46,Chicago,Spanish,897,9289,2,Outdoor Adventurers,2021-07-18
100998,NexGen Systems,Email,Men 25-34,45 days,Website,0.1,"$11,070.00",6.4,Chicago,English,209,3486,8,Health & Wellness,2021-09-15
101012,NexGen Systems,Search,Men 18-24,45 days,YouTube,0.05,"$17,380.00",4.96,Miami,German,228,6549,1,Fashionistas,2021-09-29
101073,NexGen Systems,Search,All Ages,60 days,Facebook,0.14,"$11,590.00",3.52,New York,French,152,1217,1,Tech Enthusiasts,2021-11-29
101080,DataTech Solutions,Social Media,Men 25-34,60 days,Email,0.13,"$7,506.00",7.29,Chicago,English,178,3523,10,Outdoor Adventurers,2021-12-06
101130,Innovate Industries,Influencer,Men 18-24,45 days,Instagram,0.04,"$16,319.00",7.22,Miami,English,457,9818,10,Outdoor Adventurers,2021-01-25
101161,TechCorp,Social Media,Women 25-34,15 days,Facebook,0.1,"$15,234.00",7.05,Los Angeles,English,906,4047,2,Tech Enthusiasts,2021-02-25
101188,NexGen Systems,Display,Women 35-44,60 days,Website,0.13,"$17,385.00",3.44,Los Angeles,German,193,6682,10,Outdoor Adventurers,2021-03-24
101239,TechCorp,Email,Men 18-24,15 days,Google Ads,0.14,"$11,275.00",7.85,Houston,Spanish,245,2345,10,Health & Wellness,2021-05-14
101282,Alpha Innovations,Social Media,Women 35-44,45 days,Website,0.05,"$9,599.00",5.69,Houston,English,270,2138,8,Health & Wellness,2021-06-26
101296,DataTech Solutions,Search,All Ages,60 days,Google Ads,0.15,"$17,034.00",3.6,Los Angeles,German,493,6314,10,Fashionistas,2021-07-10
101378,Alpha Innovations,Search,Women 35-44,60 days,Instagram,0.04,"$19,269.00",6.47,Houston,English,666,9372,8,Health & Wellness,2021-09-30
101406,TechCorp,Search,All Ages,30 days,Website,0.06,"$16,025.00",2.78,Houston,French,512,9103,7,Health & Wellness,2021-10-28
101515,DataTech Solutions,Search,All Ages,60 days,Google Ads,0.11,"$5,940.00",3.48,Los Angeles,English,370,1042,3,Foodies,2021-02-14
101556,TechCorp,Display,Men 18-24,30 days,Email,0.12,"$18,258.00",2.06,Los Angeles,Spanish,649,3416,9,Outdoor Adventurers,2021-03-27
101567,Innovate Industries,Display,All Ages,45 days,YouTube,0.12,"$12,877.00",6.75,New York,English,170,4602,1,Health & Wellness,2021-04-07
101602,Alpha Innovations,Email,Men 18-24,15 days,Facebook,0.05,"$17,368.00",3.79,Miami,Spanish,398,5575,5,Tech Enthusiasts,2021-05-12
101608,Alpha Innovations,Search,Women 25-34,60 days,Google Ads,0.14,"$9,616.00",2.07,Houston,Mandarin,937,5282,5,Health & Wellness,2021-05-18
101627,NexGen Systems,Search,All Ages,15 days,YouTube,0.02,"$13,005.00",3.96,Miami,German,300,1949,10,Foodies,2021-06-06
101644,NexGen Systems,Influencer,Men 18-24,60 days,Facebook,0.07,"$19,570.00",2.71,Chicago,French,792,4392,4,Fashionistas,2021-06-23
101669,Alpha Innovations,Display,Women 25-34,45 days,Email,0.06,"$11,488.00",2.57,New York,German,251,4994,8,Health & Wellness,2021-07-18
101675,TechCorp,Influencer,All Ages,60 days,Facebook,0.14,"$18,203.00",7.88,Chicago,Mandarin,330,2046,5,Foodies,2021-07-24
101743,DataTech Solutions,Search,All Ages,60 days,Facebook,0.11,"$7,788.00",2.45,Houston,French,774,2641,8,Health & Wellness,2021-09-30
101774,Innovate Industries,Influencer,Women 35-44,15 days,Website,0.11,"$7,253.00",6.46,Miami,German,795,2233,9,Outdoor Adventurers,2021-10-31
101798,Alpha Innovations,Search,Men 25-34,30 days,Email,0.06,"$15,395.00",3.4,New York,German,562,8951,8,Foodies,2021-11-24
101834,DataTech Solutions,Email,Men 25-34,15 days,YouTube,0.05,"$16,646.00",6.35,Chicago,French,320,3274,2,Fashionistas,2021-12-30
101856,Alpha Innovations,Display,Women 35-44,30 days,Facebook,0.11,"$10,440.00",4.33,New York,Spanish,702,8334,7,Foodies,2021-01-21
101874,Innovate Industries,Social Media,Men 18-24,15 days,Google Ads,0.06,"$5,399.00",2.74,Chicago,Spanish,716,2310,3,Tech Enthusiasts,2021-02-08
101888,TechCorp,Social Media,Men 18-24,30 days,YouTube,0.07,"$16,237.00",4.82,Chicago,German,681,1274,4,Outdoor Adventurers,2021-02-22
101896,DataTech Solutions,Influencer,Women 35-44,45 days,YouTube,0.02,"$10,424.00",3.11,Miami,Mandarin,308,6446,8,Health & Wellness,2021-03-02
101932,TechCorp,Social Media,Men 25-34,15 days,Google Ads,0.13,"$17,268.00",4.74,Houston,French,698,4238,3,Health & Wellness,2021-04-07
101933,Innovate Industries,Social Media,Men 18-24,45 days,Instagram,0.15,"$14,878.00",2.43,New York,German,827,4532,2,Health & Wellness,2021-04-08
101936,Alpha Innovations,Email,Women 25-34,15 days,Facebook,0.03,"$11,449.00",3.21,Miami,English,105,4445,5,Fashionistas,2021-04-11
101942,Alpha Innovations,Email,Women 35-44,30 days,Website,0.06,"$10,101.00",5.02,New York,French,754,9976,5,Outdoor Adventurers,2021-04-17
101943,Innovate Industries,Social Media,All Ages,30 days,Instagram,0.04,"$9,595.00",7.95,Los Angeles,German,849,8562,8,Fashionistas,2021-04-18
101950,Alpha Innovations,Display,Men 25-34,45 days,Facebook,0.02,"$8,773.00",4.2,Houston,English,434,6526,7,Fashionistas,2021-04-25
101999,Alpha Innovations,Email,Women 35-44,45 days,Facebook,0.12,"$10,331.00",5.09,New York,Mandarin,126,6498,3,Foodies,2021-06-13
102039,Innovate Industries,Email,Women 25-34,60 days,Email,0.02,"$6,544.00",5.65,Miami,Spanish,939,5236,1,Health & Wellness,2021-07-23
102089,NexGen Systems,Search,All Ages,45 days,Google Ads,0.13,"$18,058.00",2.21,Miami,French,920,7595,8,Health & Wellness,2021-09-11
102137,Alpha Innovations,Social Media,Women 35-44,45 days,Google Ads,0.02,"$11,533.00",4.85,Chicago,French,933,5514,3,Outdoor Adventurers,2021-10-29
102138,DataTech Solutions,Display,Women 35-44,60 days,Website,0.05,"$16,347.00",2.83,New York,German,168,5840,6,Health & Wellness,2021-10-30
102205,Innovate Industries,Email,Women 25-34,15 days,Instagram,0.07,"$6,012.00",3.88,Chicago,English,816,7794,8,Health & Wellness,2021-01-05
102326,Innovate Industries,Search,Women 25-34,30 days,Google Ads,0.08,"$15,455.00",2.99,New York,German,948,7324,5,Outdoor Adventurers,2021-05-06
102426,Innovate Industries,Search,All Ages,45 days,Email,0.07,"$6,336.00",7.07,Miami,English,875,7512,3,Tech Enthusiasts,2021-08-14
102431,NexGen Systems,Social Media,Women 35-44,60 days,Google Ads,0.05,"$13,415.00",2.0,Miami,English,718,3819,9,Foodies,2021-08-19
102481,DataTech Solutions,Social Media,All Ages,45 days,Google Ads,0.1,"$16,702.00",3.93,New York,Mandarin,550,9802,2,Tech Enthusiasts,2021-10-08
102497,NexGen Systems,Influencer,Men 18-24,30 days,YouTube,0.1,"$13,402.00",3.77,Chicago,English,426,9797,10,Foodies,2021-10-24
102610,NexGen Systems,Email,Men 25-34,60 days,YouTube,0.13,"$18,926.00",4.85,Houston,German,909,7832,7,Health & Wellness,2021-02-14
102636,NexGen Systems,Influencer,Men 18-24,30 days,Instagram,0.04,"$19,917.00",4.62,New York,English,957,2178,3,Outdoor Adventurers,2021-03-12
102672,NexGen Systems,Email,Women 25-34,60 days,Email,0.01,"$6,377.00",4.52,Chicago,French,154,2687,3,Foodies,2021-04-17
102762,NexGen Systems,Social Media,Women 25-34,60 days,YouTube,0.03,"$13,551.00",4.67,New York,French,728,5455,9,Foodies,2021-07-16
102791,NexGen Systems,Influencer,Women 25-34,30 days,Website,0.03,"$6,842.00",5.7,Chicago,German,134,5896,3,Outdoor Adventurers,2021-08-14
102858,DataTech Solutions,Email,Women 35-44,45 days,YouTube,0.05,"$11,169.00",5.17,Chicago,Mandarin,940,8378,5,Foodies,2021-10-20
102880,Innovate Industries,Influencer,Women 35-44,45 days,Instagram,0.11,"$9,534.00",7.06,Chicago,German,888,1117,5,Fashionistas,2021-11-11
102897,TechCorp,Search,Women 25-34,45 days,Email,0.05,"$13,264.00",7.62,New York,Spanish,667,4617,10,Health & Wellness,2021-11-28
102920,DataTech Solutions,Display,Women 25-34,60 days,Email,0.05,"$13,858.00",2.63,New York,German,226,4729,2,Foodies,2021-12-21
102931,DataTech Solutions,Influencer,Men 25-34,15 days,Instagram,0.13,"$11,888.00",2.08,Los Angeles,Mandarin,307,1792,1,Fashionistas,2021-01-01
102962,TechCorp,Search,Women 35-44,45 days,Google Ads,0.12,"$6,710.00",6.52,Chicago,German,224,8148,6,Outdoor Adventurers,2021-02-01
102963,Innovate Industries,Search,Women 25-34,15 days,YouTube,0.12,"$12,877.00",2.67,Miami,German,383,9186,7,Health & Wellness,2021-02-02
103058,Innovate Industries,Influencer,Men 25-34,60 days,Website,0.13,"$16,771.00",5.29,Houston,French,472,6884,8,Outdoor Adventurers,2021-05-08
103079,TechCorp,Social Media,Women 35-44,30 days,YouTube,0.1,"$18,922.00",7.95,Chicago,English,961,2274,3,Health & Wellness,2021-05-29
103092,NexGen Systems,Email,All Ages,15 days,YouTube,0.01,"$7,593.00",7.85,Miami,French,438,4072,6,Health & Wellness,2021-06-11
103133,TechCorp,Influencer,Men 25-34,15 days,Website,0.03,"$8,665.00",7.89,New York,German,917,7211,2,Outdoor Adventurers,2021-07-22
